collection	target	error
CC-MAIN-2015-18	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2015-14	http://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2015-14	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2015-11	http://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2015-11	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2015-06	http://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2015-06	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 504: 'Gateway Time-out'>
CC-MAIN-2014-52	http://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 502: 'Bad Gateway'>
CC-MAIN-2014-52	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 502: 'Bad Gateway'>
CC-MAIN-2014-49	http://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2014-49	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2014-42	http://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2014-42	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2014-41	http://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2014-41	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2014-35	http://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2014-35	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2014-23	http://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2014-23	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2014-15	http://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 504: 'Gateway Time-out'>
CC-MAIN-2014-15	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2014-10	http://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 502: 'Bad Gateway'>
CC-MAIN-2014-10	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2013-48	http://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2013-48	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2013-20	http://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2013-20	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2012	http://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2012	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2009-2010	http://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2009-2010	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2008-2009	http://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
CC-MAIN-2008-2009	https://img256.imageshack.us/img256/3198/theroomz0707ih0.swf	<HTTPError 404: 'Not Found'>
