source	line	text
originals/recovered/yoyo-by-capture/20110817045853/www.theroomz.yoyo.pl/donate/index.html	42	<form action="https://www.paypal.com/cgi-bin/webscr" method="post">
originals/recovered/yoyo-by-capture/20110817045853/www.theroomz.yoyo.pl/donate/index.html	46	<input type="image" src="http://theroomz.yoyo.pl/donate/donate_pln.bmp" border="0" name="submit" alt="">
originals/recovered/yoyo-by-capture/20110817045853/www.theroomz.yoyo.pl/donate/index.html	47	<img alt="" border="0" src="https://www.paypal.com/pl_PL/i/scr/pixel.gif" width="1" height="1">
originals/recovered/yoyo-by-capture/20110817045853/www.theroomz.yoyo.pl/donate/index.html	50	<form action="https://www.paypal.com/cgi-bin/webscr" method="post">
originals/recovered/yoyo-by-capture/20110817045853/www.theroomz.yoyo.pl/donate/index.html	54	<input type="image" src="http://theroomz.yoyo.pl/donate/donate_usd.bmp" border="0" name="submit" alt="">
originals/recovered/yoyo-by-capture/20110817045853/www.theroomz.yoyo.pl/donate/index.html	55	<img alt="" border="0" src="https://www.paypal.com/pl_PL/i/scr/pixel.gif" width="1" height="1">
originals/recovered/yoyo-by-capture/20110817045853/www.theroomz.yoyo.pl/donate/index.html	58	<form action="https://www.paypal.com/cgi-bin/webscr" method="post">
originals/recovered/yoyo-by-capture/20110817045853/www.theroomz.yoyo.pl/donate/index.html	62	<input type="image" src="http://theroomz.yoyo.pl/donate/donate_eur.bmp" border="0" name="submit" alt="">
originals/recovered/yoyo-by-capture/20110817045853/www.theroomz.yoyo.pl/donate/index.html	63	<img alt="" border="0" src="https://www.paypal.com/pl_PL/i/scr/pixel.gif" width="1" height="1">
originals/recovered/yoyo-by-capture/20110817045853/www.theroomz.yoyo.pl/donate/index.html	67	var gaJsHost = (("https:" == document.location.protocol) ? "https://ssl." : "http://www.");
originals/recovered/yoyo-by-capture/20110817045853/www.theroomz.yoyo.pl/donate/index.html	84	<script type="text/javascript" src="http://arbo.hit.gemius.pl/xgemius.js"></script>
originals/recovered/yoyo-by-capture/20110817045853/www.theroomz.yoyo.pl/donate/index.html	86	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript"></script><script type="text/javascript">_uacct = "UA-1482806-8"; urchinTracker(); </script>
originals/recovered/yoyo-by-capture/20110822120753/www.theroomz.yoyo.pl/donate/index.html	7	<script type="text/javascript" src="http://ad.yoyo.pl/advertisements/lib.js"></script><div id="ysbx4lgcnoys" style="position: absolute; width: 100%; top: 0pt; left: 0pt; z-index:99999"><div style="margin: 0pt auto; width: 750px; text-align: left; padding: 1px 0pt; position: relative;">
originals/recovered/yoyo-by-capture/20110822120753/www.theroomz.yoyo.pl/donate/index.html	13	<img src="http://ad.yoyo.pl/img/kill.png" />
originals/recovered/yoyo-by-capture/20110822120753/www.theroomz.yoyo.pl/donate/index.html	19	<script type='text/javascript' src='http://go.evolutionmedia.bbelements.com/bb/bb_one2n.js'></script>
originals/recovered/yoyo-by-capture/20110822120753/www.theroomz.yoyo.pl/donate/index.html	42	<form action="https://www.paypal.com/cgi-bin/webscr" method="post">
originals/recovered/yoyo-by-capture/20110822120753/www.theroomz.yoyo.pl/donate/index.html	46	<input type="image" src="http://theroomz.yoyo.pl/donate/donate_pln.bmp" border="0" name="submit" alt="">
originals/recovered/yoyo-by-capture/20110822120753/www.theroomz.yoyo.pl/donate/index.html	47	<img alt="" border="0" src="https://www.paypal.com/pl_PL/i/scr/pixel.gif" width="1" height="1">
originals/recovered/yoyo-by-capture/20110822120753/www.theroomz.yoyo.pl/donate/index.html	50	<form action="https://www.paypal.com/cgi-bin/webscr" method="post">
originals/recovered/yoyo-by-capture/20110822120753/www.theroomz.yoyo.pl/donate/index.html	54	<input type="image" src="http://theroomz.yoyo.pl/donate/donate_usd.bmp" border="0" name="submit" alt="">
originals/recovered/yoyo-by-capture/20110822120753/www.theroomz.yoyo.pl/donate/index.html	55	<img alt="" border="0" src="https://www.paypal.com/pl_PL/i/scr/pixel.gif" width="1" height="1">
originals/recovered/yoyo-by-capture/20110822120753/www.theroomz.yoyo.pl/donate/index.html	58	<form action="https://www.paypal.com/cgi-bin/webscr" method="post">
originals/recovered/yoyo-by-capture/20110822120753/www.theroomz.yoyo.pl/donate/index.html	62	<input type="image" src="http://theroomz.yoyo.pl/donate/donate_eur.bmp" border="0" name="submit" alt="">
originals/recovered/yoyo-by-capture/20110822120753/www.theroomz.yoyo.pl/donate/index.html	63	<img alt="" border="0" src="https://www.paypal.com/pl_PL/i/scr/pixel.gif" width="1" height="1">
originals/recovered/yoyo-by-capture/20110822120753/www.theroomz.yoyo.pl/donate/index.html	67	var gaJsHost = (("https:" == document.location.protocol) ? "https://ssl." : "http://www.");
originals/recovered/yoyo-by-capture/20110822120753/www.theroomz.yoyo.pl/donate/index.html	84	<script type="text/javascript" src="http://arbo.hit.gemius.pl/xgemius.js"></script>
originals/recovered/yoyo-by-capture/20110822120753/www.theroomz.yoyo.pl/donate/index.html	86	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript"></script><script type="text/javascript">_uacct = "UA-1482806-8"; urchinTracker(); </script>
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	1	<html xmlns="http://www.w3.org/1999/xhtml" xml:lang="en" lang="en">
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	6	<META NAME="Description" CONTENT="http://theroomz.org - Puzzle your way through over fourty levels of this point-and-click Flash riddle game.">
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	24	<script type="text/javascript" src="http://ad.yoyo.pl/advertisements/lib.js"></script><div id="zephhemsya0" style="position: absolute; width: 100%; top: 0pt; left: 0pt; z-index:99999"><div style="margin: 0pt auto; width: 750px; text-align: left; padding: 1px 0pt; position: relative;">
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	30	<img src="http://ad.yoyo.pl/img/kill.png" />
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	36	<script type='text/javascript' src='http://go.evolutionmedia.bbelements.com/bb/bb_one2n.js'></script>
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	54	<object classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" codebase="http://fpdownload.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=8,0,0,0" width="640" height="440" id="RoomzMain" align="middle">
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	56	<param name="movie" value="RoomzMain.swf" /><param name="menu" value="false" /><param name="quality" value="high" /><param name="bgcolor" value="#000000" /><embed src="RoomzMain.swf" menu="false" quality="high" bgcolor="#000000" width="640" height="440" name="RoomzMain" align="middle" allowScriptAccess="sameDomain" type="application/x-shockwave-flash" pluginspage="http://www.macromedia.com/go/getflashplayer" />
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	64	'codebase', 'http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=9,0,0,0',
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	69	'pluginspage', 'http://www.macromedia.com/go/getflashplayer',
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	88	<object classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" codebase="http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=9,0,0,0" width="640" height="150" id="UnderTR" align="middle">
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	91	<param name="movie" value="UnderTR.swf" /><param name="play" value="false" /><param name="loop" value="false" /><param name="menu" value="false" /><param name="quality" value="high" /><param name="bgcolor" value="#000000" />	<embed src="UnderTR.swf" play="false" loop="false" menu="false" quality="high" bgcolor="#000000" width="640" height="150" name="UnderTR" align="middle" allowScriptAccess="sameDomain" allowFullScreen="false" type="application/x-shockwave-flash" pluginspage="http://www.macromedia.com/go/getflashplayer" />
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	95	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript">
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	102	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript">
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	109	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript">
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	122	<script type="text/javascript" src="http://arbo.hit.gemius.pl/xgemius.js"></script>
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	124	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript"></script><script type="text/javascript">_uacct = "UA-1482806-8"; urchinTracker(); </script>
originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	143	<!UsefuL in Room24!>
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	1	<html xmlns="http://www.w3.org/1999/xhtml" xml:lang="en" lang="en">
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	6	<META NAME="Description" CONTENT="http://theroomz.org - Puzzle your way through over fourty levels of this point-and-click Flash riddle game.">
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	24	<script type="text/javascript" src="http://ad.yoyo.pl/advertisements/lib.js"></script><div id="k0vjc6hmxq7706nx" style="position: absolute; width: 100%; top: 0pt; left: 0pt; z-index:99999"><div style="margin: 0pt auto; width: 750px; text-align: left; padding: 1px 0pt; position: relative;">
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	31	<img src="http://ad.yoyo.pl/img/kill.png" />
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	37	<script type='text/javascript' src='http://go.evolutionmedia.bbelements.com/bb/bb_one2n.js'></script>
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	58	<object classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" codebase="http://fpdownload.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=8,0,0,0" width="640" height="440" id="RoomzMain" align="middle">
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	60	<param name="movie" value="RoomzMain.swf" /><param name="menu" value="false" /><param name="quality" value="high" /><param name="bgcolor" value="#000000" /><embed src="RoomzMain.swf" menu="false" quality="high" bgcolor="#000000" width="640" height="440" name="RoomzMain" align="middle" allowScriptAccess="sameDomain" type="application/x-shockwave-flash" pluginspage="http://www.macromedia.com/go/getflashplayer" />
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	68	'codebase', 'http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=9,0,0,0',
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	73	'pluginspage', 'http://www.macromedia.com/go/getflashplayer',
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	92	<object classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" codebase="http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=9,0,0,0" width="640" height="150" id="UnderTR" align="middle">
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	95	<param name="movie" value="UnderTR.swf" /><param name="play" value="false" /><param name="loop" value="false" /><param name="menu" value="false" /><param name="quality" value="high" /><param name="bgcolor" value="#000000" />	<embed src="UnderTR.swf" play="false" loop="false" menu="false" quality="high" bgcolor="#000000" width="640" height="150" name="UnderTR" align="middle" allowScriptAccess="sameDomain" allowFullScreen="false" type="application/x-shockwave-flash" pluginspage="http://www.macromedia.com/go/getflashplayer" />
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	99	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript">
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	106	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript">
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	113	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript">
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	126	<script type="text/javascript" src="http://arbo.hit.gemius.pl/xgemius.js"></script>
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	128	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript"></script><script type="text/javascript">_uacct = "UA-1482806-8"; urchinTracker(); </script>
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	130	var W2T_adb = 'http://delivery.way2traffic.com/placement=5775/view.js';
originals/recovered/yoyo-by-capture/20111120024726/www.theroomz.yoyo.pl/index.html	157	<!UsefuL in Room24!>
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	1	<html xmlns="http://www.w3.org/1999/xhtml" xml:lang="en" lang="en">
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	6	<META NAME="Description" CONTENT="http://theroomz.org - Puzzle your way through over fourty levels of this point-and-click Flash riddle game.">
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	24	<script type="text/javascript" src="http://ad.yoyo.pl/advertisements/lib.js"></script><div id="nbyw5ii1z3gn0q" style="position: absolute; width: 100%; top: 0pt; left: 0pt; z-index:99999"><div style="margin: 0pt auto; width: 750px; text-align: left; padding: 1px 0pt; position: relative;">
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	31	<img src="http://ad.yoyo.pl/img/kill.png" />
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	38	<img src="http://ad.yoyo.pl/img/kill.png" />
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	43	<script type='text/javascript' src='http://go.evolutionmedia.bbelements.com/bb/bb_one2n.js'></script>
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	64	<object classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" codebase="http://fpdownload.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=8,0,0,0" width="640" height="440" id="RoomzMain" align="middle">
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	66	<param name="movie" value="RoomzMain.swf" /><param name="menu" value="false" /><param name="quality" value="high" /><param name="bgcolor" value="#000000" /><embed src="RoomzMain.swf" menu="false" quality="high" bgcolor="#000000" width="640" height="440" name="RoomzMain" align="middle" allowScriptAccess="sameDomain" type="application/x-shockwave-flash" pluginspage="http://www.macromedia.com/go/getflashplayer" />
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	74	'codebase', 'http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=9,0,0,0',
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	79	'pluginspage', 'http://www.macromedia.com/go/getflashplayer',
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	98	<object classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" codebase="http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=9,0,0,0" width="640" height="150" id="UnderTR" align="middle">
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	101	<param name="movie" value="UnderTR.swf" /><param name="play" value="false" /><param name="loop" value="false" /><param name="menu" value="false" /><param name="quality" value="high" /><param name="bgcolor" value="#000000" />	<embed src="UnderTR.swf" play="false" loop="false" menu="false" quality="high" bgcolor="#000000" width="640" height="150" name="UnderTR" align="middle" allowScriptAccess="sameDomain" allowFullScreen="false" type="application/x-shockwave-flash" pluginspage="http://www.macromedia.com/go/getflashplayer" />
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	105	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript">
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	112	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript">
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	119	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript">
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	132	<script type="text/javascript" src="http://arbo.hit.gemius.pl/xgemius.js"></script>
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	134	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript"></script><script type="text/javascript">_uacct = "UA-1482806-8"; urchinTracker(); </script>
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	136	var W2T_adb = 'http://delivery.way2traffic.com/placement=5775/view.js';
originals/recovered/yoyo-by-capture/20111221031733/www.theroomz.yoyo.pl/index.html	163	<!UsefuL in Room24!>
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	1	<html xmlns="http://www.w3.org/1999/xhtml" xml:lang="en" lang="en">
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	6	<META NAME="Description" CONTENT="http://theroomz.org - Puzzle your way through over fourty levels of this point-and-click Flash riddle game.">
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	24	<script type="text/javascript" src="http://ad.yoyo.pl/advertisements/lib.js"></script><div id="aixv7u3gp4e" style="position: absolute; width: 100%; top: 0pt; left: 0pt; z-index:99999"><div style="margin: 0pt auto; width: 750px; text-align: left; padding: 1px 0pt; position: relative;">
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	31	<img src="http://ad.yoyo.pl/img/kill.png" />
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	37	<script type='text/javascript' src='http://go.evolutionmedia.bbelements.com/bb/bb_one2n.js'></script>
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	58	<object classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" codebase="http://fpdownload.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=8,0,0,0" width="640" height="440" id="RoomzMain" align="middle">
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	60	<param name="movie" value="RoomzMain.swf" /><param name="menu" value="false" /><param name="quality" value="high" /><param name="bgcolor" value="#000000" /><embed src="RoomzMain.swf" menu="false" quality="high" bgcolor="#000000" width="640" height="440" name="RoomzMain" align="middle" allowScriptAccess="sameDomain" type="application/x-shockwave-flash" pluginspage="http://www.macromedia.com/go/getflashplayer" />
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	68	'codebase', 'http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=9,0,0,0',
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	73	'pluginspage', 'http://www.macromedia.com/go/getflashplayer',
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	92	<object classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" codebase="http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=9,0,0,0" width="640" height="150" id="UnderTR" align="middle">
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	95	<param name="movie" value="UnderTR.swf" /><param name="play" value="false" /><param name="loop" value="false" /><param name="menu" value="false" /><param name="quality" value="high" /><param name="bgcolor" value="#000000" />	<embed src="UnderTR.swf" play="false" loop="false" menu="false" quality="high" bgcolor="#000000" width="640" height="150" name="UnderTR" align="middle" allowScriptAccess="sameDomain" allowFullScreen="false" type="application/x-shockwave-flash" pluginspage="http://www.macromedia.com/go/getflashplayer" />
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	99	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript">
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	106	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript">
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	113	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript">
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	126	<script type="text/javascript" src="http://arbo.hit.gemius.pl/xgemius.js"></script>
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	128	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript"></script><script type="text/javascript">_uacct = "UA-1482806-8"; urchinTracker(); </script>
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	130	var W2T_adb = 'http://delivery.way2traffic.com/placement=5775/view.js';
originals/recovered/yoyo-by-capture/20120817203529/www.theroomz.yoyo.pl/index.html	157	<!UsefuL in Room24!>
originals/recovered/yoyo-by-capture/20121102214345/www.theroomz.yoyo.pl/rrr.htm	1	<html xmlns="http://www.w3.org/1999/xhtml" xml:lang="en" lang="en">
originals/recovered/yoyo-by-capture/20121102214345/www.theroomz.yoyo.pl/rrr.htm	14	<script type="text/javascript" src="http://ad.yoyo.pl/advertisements/lib.js"></script><div id="ey4ginswxtm8n4k9cyj" style="position: absolute; width: 100%; top: 0pt; left: 0pt; z-index:99999"><div style="margin: 0pt auto; width: 750px; text-align: left; padding: 1px 0pt; position: relative;">
originals/recovered/yoyo-by-capture/20121102214345/www.theroomz.yoyo.pl/rrr.htm	21	<img src="http://ad.yoyo.pl/img/kill.png" />
originals/recovered/yoyo-by-capture/20121102214345/www.theroomz.yoyo.pl/rrr.htm	27	<script type='text/javascript' src='http://go.evolutionmedia.bbelements.com/bb/bb_one2n.js'></script>
originals/recovered/yoyo-by-capture/20121102214345/www.theroomz.yoyo.pl/rrr.htm	65	'codebase', 'http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=9,0,0,0',
originals/recovered/yoyo-by-capture/20121102214345/www.theroomz.yoyo.pl/rrr.htm	70	'pluginspage', 'http://www.macromedia.com/go/getflashplayer',
originals/recovered/yoyo-by-capture/20121102214345/www.theroomz.yoyo.pl/rrr.htm	89	<object classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" codebase="http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=9,0,0,0" width="300" height="400" id="RRR" align="middle">
originals/recovered/yoyo-by-capture/20121102214345/www.theroomz.yoyo.pl/rrr.htm	92	<param name="movie" value="RRR.swf" /><param name="quality" value="high" /><param name="bgcolor" value="#000000" />	<embed src="RRR.swf" quality="high" bgcolor="#000000" width="300" height="400" name="RRR" align="middle" allowScriptAccess="sameDomain" allowFullScreen="false" type="application/x-shockwave-flash" pluginspage="http://www.macromedia.com/go/getflashplayer" />
originals/recovered/yoyo-by-capture/20121102214345/www.theroomz.yoyo.pl/rrr.htm	104	<script type="text/javascript" src="http://arbo.hit.gemius.pl/xgemius.js"></script>
originals/recovered/yoyo-by-capture/20121102214345/www.theroomz.yoyo.pl/rrr.htm	106	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript"></script><script type="text/javascript">_uacct = "UA-1482806-8"; urchinTracker(); </script>
originals/recovered/yoyo-by-capture/20121102214345/www.theroomz.yoyo.pl/rrr.htm	108	var W2T_adb = 'http://delivery.way2traffic.com/placement=5775/view.js';
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	1	<html xmlns="http://www.w3.org/1999/xhtml" xml:lang="en" lang="en">
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	6	<META NAME="Description" CONTENT="http://theroomz.org - Puzzle your way through over fourty levels of this point-and-click Flash riddle game.">
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	24	<script type="text/javascript" src="http://ad.yoyo.pl/advertisements/lib.js"></script><div id="h7bk2t16bp01y" style="position: absolute; width: 100%; top: 0pt; left: 0pt; z-index:99999"><div style="margin: 0pt auto; width: 750px; text-align: left; padding: 1px 0pt; position: relative;">
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	31	<img src="http://ad.yoyo.pl/img/kill.png" />
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	37	<script type='text/javascript' src='http://go.evolutionmedia.bbelements.com/bb/bb_one2n.js'></script>
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	58	<object classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" codebase="http://fpdownload.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=8,0,0,0" width="640" height="440" id="RoomzMain" align="middle">
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	60	<param name="movie" value="RoomzMain.swf" /><param name="menu" value="false" /><param name="quality" value="high" /><param name="bgcolor" value="#000000" /><embed src="RoomzMain.swf" menu="false" quality="high" bgcolor="#000000" width="640" height="440" name="RoomzMain" align="middle" allowScriptAccess="sameDomain" type="application/x-shockwave-flash" pluginspage="http://www.macromedia.com/go/getflashplayer" />
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	68	'codebase', 'http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=9,0,0,0',
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	73	'pluginspage', 'http://www.macromedia.com/go/getflashplayer',
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	92	<object classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" codebase="http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=9,0,0,0" width="640" height="150" id="UnderTR" align="middle">
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	95	<param name="movie" value="UnderTR.swf" /><param name="play" value="false" /><param name="loop" value="false" /><param name="menu" value="false" /><param name="quality" value="high" /><param name="bgcolor" value="#000000" />	<embed src="UnderTR.swf" play="false" loop="false" menu="false" quality="high" bgcolor="#000000" width="640" height="150" name="UnderTR" align="middle" allowScriptAccess="sameDomain" allowFullScreen="false" type="application/x-shockwave-flash" pluginspage="http://www.macromedia.com/go/getflashplayer" />
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	99	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript">
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	106	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript">
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	113	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript">
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	126	<script type="text/javascript" src="http://arbo.hit.gemius.pl/xgemius.js"></script>
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	128	<script src="http://www.google-analytics.com/urchin.js" type="text/javascript"></script><script type="text/javascript">_uacct = "UA-1482806-8"; urchinTracker(); </script>
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	130	var W2T_adb = 'http://delivery.way2traffic.com/placement=5775/view.js';
originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	157	<!UsefuL in Room24!>
