source	line	text
research/dreamward-forum-pages/20140128172848_90db4b107f25_faq.php.html	1235	» How do I find all my attachments?
research/dreamward-forum-pages/20140128172848_90db4b107f25_faq.php.html	1236	To find your list of attachments that you have uploaded, go to your User Control Panel and follow the links to the attachments section.
research/dreamward-forum-pages/20140128172848_90db4b107f25_faq.php.html	1334	The Roomz
research/dreamward-forum-pages/20140128172848_90db4b107f25_faq.php.html	1336	The Roomz: Eclipse
research/dreamward-forum-pages/20140129164428_5497d84ec578_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20140129164428_5497d84ec578_index.php.html	254	The Roomz
research/dreamward-forum-pages/20140129164428_5497d84ec578_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20140130170730_72631b69bccc_faq.php.html	226	Why can’t I add attachments?
research/dreamward-forum-pages/20140130170730_72631b69bccc_faq.php.html	324	Attachments
research/dreamward-forum-pages/20140130170730_72631b69bccc_faq.php.html	326	What attachments are allowed on this board?
research/dreamward-forum-pages/20140130170730_72631b69bccc_faq.php.html	328	How do I find all my attachments?
research/dreamward-forum-pages/20140130170730_72631b69bccc_faq.php.html	627	To add a signature to a post you must first create one via your User Control Panel. Once created, you can check the Attach a signature box on the posting form to add your signature. You can also add a signature by default to all your posts by checking the appropriate radio button in your profile. If you do so, you can still prevent a signature being added to individual posts by un-checking the add signature box within the posting form.
research/dreamward-forum-pages/20140130170730_72631b69bccc_faq.php.html	691	» Why can’t I add attachments?
research/dreamward-forum-pages/20140130170730_72631b69bccc_faq.php.html	692	Attachment permissions are granted on a per forum, per group, or per user basis. The board administrator may not have allowed attachments to be added for the specific forum you are posting in, or perhaps only certain groups can post attachments. Contact the board administrator if you are unsure about why you are unable to add attachments.
research/dreamward-forum-pages/20140130170730_72631b69bccc_faq.php.html	818	Yes, images can be shown in your posts. If the administrator has allowed attachments, you may be able to upload the image to the board. Otherwise, you must link to an image stored on a publicly accessible web server, e.g. http://www.example.com/my-picture.gif. You cannot link to pictures stored on your own PC (unless it is a publicly accessible server) nor images stored behind authentication mechanisms, e.g. hotmail or yahoo mailboxes, password protected sites, etc. To display the image use the BBCode [img] tag.
research/dreamward-forum-pages/20140130170730_72631b69bccc_faq.php.html	1215	Attachments
research/dreamward-forum-pages/20140130170730_72631b69bccc_faq.php.html	1222	» What attachments are allowed on this board?
research/dreamward-forum-pages/20140130170730_72631b69bccc_faq.php.html	1223	Each board administrator can allow or disallow certain attachment types. If you are unsure what is allowed to be uploaded, contact the board administrator for assistance.
research/dreamward-forum-pages/20140130170730_72631b69bccc_faq.php.html	1235	» How do I find all my attachments?
research/dreamward-forum-pages/20140130170730_72631b69bccc_faq.php.html	1236	To find your list of attachments that you have uploaded, go to your User Control Panel and follow the links to the attachments section.
research/dreamward-forum-pages/20140130170730_72631b69bccc_faq.php.html	1334	The Roomz
research/dreamward-forum-pages/20140130170730_72631b69bccc_faq.php.html	1336	The Roomz: Eclipse
research/dreamward-forum-pages/20140201140609_83852104876a_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20140201140609_83852104876a_index.php.html	254	The Roomz
research/dreamward-forum-pages/20140201140609_83852104876a_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20140208211024_ee25a236ba49_viewforum.php.html	294	You can post new topics in this forum You can reply to topics in this forum You cannot edit your posts in this forum You cannot delete your posts in this forum You cannot post attachments in this forum
research/dreamward-forum-pages/20140208211024_ee25a236ba49_viewforum.php.html	328	The Roomz
research/dreamward-forum-pages/20140208211024_ee25a236ba49_viewforum.php.html	330	The Roomz: Eclipse
research/dreamward-forum-pages/20140208211608_5599fc2e6397_viewforum.php.html	279	You cannot post new topics in this forum You cannot reply to topics in this forum You cannot edit your posts in this forum You cannot delete your posts in this forum You cannot post attachments in this forum
research/dreamward-forum-pages/20140208211608_5599fc2e6397_viewforum.php.html	313	The Roomz
research/dreamward-forum-pages/20140208211608_5599fc2e6397_viewforum.php.html	315	The Roomz: Eclipse
research/dreamward-forum-pages/20140208215129_069a450878c1_viewforum.php.html	315	You can post new topics in this forum You can reply to topics in this forum You cannot edit your posts in this forum You cannot delete your posts in this forum You cannot post attachments in this forum
research/dreamward-forum-pages/20140208215129_069a450878c1_viewforum.php.html	349	The Roomz
research/dreamward-forum-pages/20140208215129_069a450878c1_viewforum.php.html	351	The Roomz: Eclipse
research/dreamward-forum-pages/20140208215214_fd2f04e40963_viewforum.php.html	215	The Roomz
research/dreamward-forum-pages/20140208215214_fd2f04e40963_viewforum.php.html	227	The Roomz: Eclipse
research/dreamward-forum-pages/20140208215214_fd2f04e40963_viewforum.php.html	345	The Roomz
research/dreamward-forum-pages/20140208215214_fd2f04e40963_viewforum.php.html	347	The Roomz: Eclipse
research/dreamward-forum-pages/20140208223328_f71c068615ac_viewforum.php.html	246	The Roomz
research/dreamward-forum-pages/20140208223328_f71c068615ac_viewforum.php.html	248	The Roomz: Eclipse
research/dreamward-forum-pages/20140209193930_81fd6262ee9a_viewforum.php.html	266	The Roomz
research/dreamward-forum-pages/20140209193930_81fd6262ee9a_viewforum.php.html	268	The Roomz: Eclipse
research/dreamward-forum-pages/20140209194205_722702a94929_viewforum.php.html	546	You can post new topics in this forum You can reply to topics in this forum You cannot edit your posts in this forum You cannot delete your posts in this forum You cannot post attachments in this forum
research/dreamward-forum-pages/20140209194205_722702a94929_viewforum.php.html	580	The Roomz
research/dreamward-forum-pages/20140209194205_722702a94929_viewforum.php.html	582	The Roomz: Eclipse
research/dreamward-forum-pages/20140228002148_7ef3f5941c63_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20140228002148_7ef3f5941c63_index.php.html	254	The Roomz
research/dreamward-forum-pages/20140228002148_7ef3f5941c63_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20140326064724_30a1506ac5d0_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20140326064724_30a1506ac5d0_index.php.html	254	The Roomz
research/dreamward-forum-pages/20140326064724_30a1506ac5d0_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20140331065907_0cf1c12a783d_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20140331065907_0cf1c12a783d_index.php.html	254	The Roomz
research/dreamward-forum-pages/20140331065907_0cf1c12a783d_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20140427180640_6ba4914ebcd6_index.php.html	188	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20140427180640_6ba4914ebcd6_index.php.html	254	The Roomz
research/dreamward-forum-pages/20140427180640_6ba4914ebcd6_index.php.html	266	The Roomz: Eclipse
research/dreamward-forum-pages/20140524235535_90f30584d34d_forum.html	194	Currently working on: The Roomz: Eclipse (room 10) The Roomz: Abandoned Pit (in development) Elemental Defender (in development) Connotizer (testing) Website version: 1.1
research/dreamward-forum-pages/20140524235535_90f30584d34d_forum.html	260	The Roomz
research/dreamward-forum-pages/20140524235535_90f30584d34d_forum.html	272	The Roomz: Eclipse
